query	reference	pident	alnlen	qstart	qend	rstart	rend	nt_match	nt_mismatch
NC_002486.ref	NC_010807.alt2	66.6667	45	20460	20504	808	850	30	15
NC_002486.ref	NC_010807.alt2	67.4419	43	38059	38101	34283	34237	29	14
NC_002486.ref	NC_010807.alt2	58.5366	41	23542	23582	23749	23686	24	17
NC_002486.ref	NC_010807.alt2	55.2632	38	9078	9115	25934	25973	21	17
NC_002486.ref	NC_010807.alt2	72.9730	37	13364	13400	26460	26513	27	10
NC_002486.ref	NC_010807.alt2	63.8889	36	21918	21953	36956	37017	23	13
NC_002486.ref	NC_010807.alt2	62.8571	35	22651	22685	4725	4663	22	13
NC_002486.ref	NC_010807.alt1	54.3478	92	8722	8813	28243	28370	50	42
NC_002486.ref	NC_010807.alt1	48.8095	84	35215	35298	16049	16112	41	43
NC_002486.ref	NC_010807.alt1	43.5897	78	35765	35842	18328	18393	34	44
NC_002486.ref	NC_010807.alt1	54.1667	72	6114	6185	38198	38133	39	33
NC_002486.ref	NC_010807.alt1	55.8824	68	39350	39417	28691	28770	38	30
NC_002486.ref	NC_010807.alt1	52.3077	65	6414	6478	34843	34900	34	31
NC_002486.ref	NC_010807.alt1	58.7302	63	41139	41201	21473	21567	37	26
NC_002486.ref	NC_010807.alt1	55.7377	61	5984	6044	37512	37437	34	27
NC_002486.ref	NC_010807.alt1	49.1525	59	3133	3191	14975	14924	29	30
NC_002486.ref	NC_010807.alt1	47.3684	57	25678	25734	9885	9980	27	30
NC_002486.ref	NC_010807.alt1	55.3571	56	1028	1083	18578	18511	31	25
NC_002486.ref	NC_010807.alt1	57.1429	56	4606	4661	10161	10262	32	24
NC_002486.ref	NC_010807.alt1	58.4906	53	20899	20951	9284	9213	31	22
NC_002486.ref	NC_010807.alt1	57.6923	52	19907	19958	6555	6644	30	22
NC_002486.ref	NC_010807.alt1	53.8462	52	38145	38196	27802	27844	28	24
NC_002486.ref	NC_010807.alt1	57.1429	49	38581	38629	33115	33159	28	21
NC_002486.ref	NC_010807.alt1	58.3333	48	10506	10553	23450	23488	28	20
NC_002486.ref	NC_010807.alt1	58.3333	48	35033	35080	15098	15064	28	20
NC_002486.ref	NC_010807.alt1	67.3913	46	31870	31915	17705	17624	31	15
NC_002486.ref	NC_010807.alt1	65.9091	44	8372	8415	4604	4537	29	15
NC_002486.ref	NC_010807.alt1	58.5366	41	23542	23582	22805	22742	24	17
NC_002486.ref	NC_010807.alt1	55.2632	38	9078	9115	24901	24940	21	17
NC_002486.ref	NC_010807.alt1	72.9730	37	13364	13400	25427	25480	27	10
NC_002486.ref	NC_010807.alt1	77.1429	35	16868	16902	15368	15418	27	8
NC_002486.ref	NC_010807.alt1	62.8571	35	22651	22685	3821	3759	22	13
NC_025457.ref	NC_005091.alt1	56.3380	71	36598	36668	57139	57031	40	31
NC_025457.ref	NC_005091.alt1	62.0690	58	512	569	57169	57085	36	22
NC_025457.ref	NC_005091.alt1	55.1724	58	21745	21802	49871	49923	32	26
NC_025457.ref	NC_005091.alt1	53.5714	56	27796	27851	20172	20096	30	26
NC_025457.ref	NC_005091.alt1	62	50	13900	13949	29915	29961	31	19
NC_025457.ref	NC_005091.alt1	61.2245	49	28856	28904	40091	40009	30	19
NC_025457.ref	NC_005091.alt1	56.25	48	13117	13164	49680	49637	27	21
NC_025457.ref	NC_005091.alt1	47.9167	48	20723	20770	49684	49649	23	25
NC_025457.ref	NC_005091.alt1	57.4468	47	15998	16044	17086	17122	27	20
NC_025457.ref	NC_005091.alt1	59.5745	47	30936	30982	41820	41762	28	19
NC_025457.ref	NC_005091.alt1	59.5745	47	33668	33714	33140	33092	28	19
NC_025457.ref	NC_005091.alt1	6e+01	45	29314	29358	3447	3415	27	18
NC_025457.ref	NC_005091.alt1	65.1163	43	30075	30117	45534	45590	28	15
NC_025457.ref	NC_005091.alt1	71.4286	42	13849	13890	42571	42532	30	12
NC_025457.ref	NC_005091.alt1	59.5238	42	17949	17990	18279	18326	25	17
NC_025457.ref	NC_005091.alt1	66.6667	42	41196	41237	42927	42971	28	14
NC_025457.ref	NC_005091.alt1	68.2927	41	11744	11784	51939	51868	28	13
NC_025457.ref	NC_005091.alt1	62.5	40	13698	13737	11787	11759	25	15
NC_025457.ref	NC_005091.alt1	72.5	40	40556	40595	32658	32709	29	11
NC_025457.ref	NC_005091.alt1	66.6667	39	359	397	47951	48019	26	13
NC_025457.ref	NC_005091.alt1	65.7895	38	17580	17617	14795	14724	25	13
NC_025457.ref	NC_005091.alt1	70.2703	37	6499	6535	45008	45044	26	11
NC_025457.ref	NC_005091.alt1	77.1429	35	19127	19161	20434	20470	27	8
NC_025457.ref	NC_005091.alt2	41.0526	95	13244	13338	53813	53719	39	56
NC_025457.ref	NC_005091.alt2	43.8356	73	40863	40935	24813	24750	32	41
NC_025457.ref	NC_005091.alt2	5e+01	70	6499	6568	49007	49068	35	35
NC_025457.ref	NC_005091.alt2	38.7097	62	15140	15201	41750	41697	24	38
NC_025457.ref	NC_005091.alt2	60.6557	61	16007	16067	19379	19461	37	24
NC_025457.ref	NC_005091.alt2	55.9322	59	10979	11037	15578	15665	33	26
NC_025457.ref	NC_005091.alt2	44.6429	56	18006	18061	10053	10005	25	31
NC_025457.ref	NC_005091.alt2	69.3878	49	29878	29926	43705	43621	34	15
NC_025457.ref	NC_005091.alt2	58.3333	48	13117	13164	54350	54307	28	20
NC_025457.ref	NC_005091.alt2	58.3333	48	28006	28053	63401	63357	28	20
NC_025457.ref	NC_005091.alt2	65.9574	47	22819	22865	19103	19165	31	16
NC_025457.ref	NC_005091.alt2	64.4444	45	29138	29182	9785	9839	29	16
NC_025457.ref	NC_005091.alt2	65.1163	43	40097	40139	24157	24207	28	15
NC_025457.ref	NC_005091.alt2	68.2927	41	11744	11784	56901	56830	28	13
NC_025457.ref	NC_005091.alt2	63.4146	41	30768	30808	32848	32793	26	15
NC_025457.ref	NC_005091.alt2	66.6667	39	6896	6934	18028	18091	26	13
NC_025457.alt1	NC_002486.ref	61.1765	85	15612	15696	23472	23596	52	33
NC_025457.alt1	NC_002486.ref	53.6585	82	18806	18887	18295	18398	44	38
NC_025457.alt1	NC_002486.ref	51.4286	70	39688	39757	21566	21481	36	34
NC_025457.alt1	NC_002486.ref	61.7647	68	34824	34891	29362	29265	42	26
NC_025457.alt1	NC_002486.ref	58.4615	65	566	630	39253	39168	38	27
NC_025457.alt1	NC_002486.ref	60.9375	64	4470	4533	16682	16556	39	25
NC_025457.alt1	NC_002486.ref	53.2258	62	30931	30992	6409	6499	33	29
NC_025457.alt1	NC_002486.ref	53.2258	62	31325	31386	19590	19541	33	29
NC_025457.alt1	NC_002486.ref	40.3509	57	28967	29023	23424	23470	23	34
NC_025457.alt1	NC_002486.ref	58.9286	56	5239	5294	3547	3484	33	23
NC_025457.alt1	NC_002486.ref	58.9286	56	16503	16558	15073	15144	33	23
NC_025457.alt1	NC_002486.ref	53.5714	56	37653	37708	8120	8068	30	26
NC_025457.alt1	NC_002486.ref	56.3636	55	3265	3319	30863	30789	31	24
NC_025457.alt1	NC_002486.ref	66.6667	54	10010	10063	31361	31452	36	18
NC_025457.alt1	NC_002486.ref	57.6923	52	14834	14885	2199	2111	30	22
NC_025457.alt1	NC_002486.ref	65.3846	52	17627	17678	26419	26509	34	18
NC_025457.alt1	NC_002486.ref	67.3077	52	32829	32880	8798	8683	35	17
NC_025457.alt1	NC_002486.ref	56.8627	51	23140	23190	43436	43390	29	22
NC_025457.alt1	NC_002486.ref	37.2549	51	33334	33384	17903	17946	19	32
NC_025457.alt1	NC_002486.ref	48	50	40663	40712	37427	37469	24	26
NC_025457.alt1	NC_002486.ref	69.3878	49	2097	2145	34767	34821	34	15
NC_025457.alt1	NC_002486.ref	59.1837	49	6837	6885	36926	36989	29	20
NC_025457.alt1	NC_002486.ref	59.1837	49	16097	16145	31253	31319	29	20
NC_025457.alt1	NC_002486.ref	61.2245	49	17228	17276	20185	20263	30	19
NC_025457.alt1	NC_002486.ref	5e+01	48	2186	2233	7765	7805	24	24
NC_025457.alt1	NC_002486.ref	61.7021	47	12691	12737	13727	13793	29	18
NC_025457.alt1	NC_002486.ref	59.5745	47	37526	37572	43534	43450	28	19
NC_025457.alt1	NC_002486.ref	51.1628	43	2323	2365	29328	29363	22	21
NC_025457.alt1	NC_002486.ref	64.2857	42	7856	7897	19211	19266	27	15
NC_025457.alt1	NC_002486.ref	57.1429	42	21492	21533	2925	2857	24	18
NC_025457.alt1	NC_002486.ref	66.6667	39	30364	30402	18071	18009	26	13
NC_025457.alt1	NC_002486.ref	71.0526	38	23482	23519	42978	43036	27	11
NC_025457.alt1	NC_002486.ref	77.7778	36	3659	3694	10286	10357	28	8
NC_002486.ref	NC_025457.alt1	59.0361	83	13934	14016	26159	26073	49	34
NC_002486.ref	NC_025457.alt1	63.2911	79	26940	27018	20182	20029	50	29
NC_002486.ref	NC_025457.alt1	5e+01	72	15073	15144	16503	16562	36	36
NC_002486.ref	NC_025457.alt1	54.9296	71	489	559	26811	26923	39	32
NC_002486.ref	NC_025457.alt1	56.9231	65	14390	14454	25344	25256	37	28
NC_002486.ref	NC_025457.alt1	6e+01	60	10370	10429	7727	7779	36	24
NC_002486.ref	NC_025457.alt1	56.6667	60	10582	10641	14729	14779	34	26
NC_002486.ref	NC_025457.alt1	57.6271	59	8876	8934	6515	6589	34	25
NC_002486.ref	NC_025457.alt1	42.3729	59	19032	19090	23914	23864	25	34
NC_002486.ref	NC_025457.alt1	58.6207	58	36868	36925	33337	33382	34	24
NC_002486.ref	NC_025457.alt1	64.2857	56	43095	43150	424	475	36	20
NC_002486.ref	NC_025457.alt1	52.7273	55	7533	7587	32100	32164	29	26
NC_002486.ref	NC_025457.alt1	52.7273	55	11426	11480	5646	5725	29	26
NC_002486.ref	NC_025457.alt1	50.9091	55	12674	12728	16076	16029	28	27
NC_002486.ref	NC_025457.alt1	6e+01	55	16966	17020	27916	27961	33	22
NC_002486.ref	NC_025457.alt1	54.5455	55	34613	34667	24693	24646	30	25
NC_002486.ref	NC_025457.alt1	54.5455	55	38842	38896	19875	19817	30	25
NC_002486.ref	NC_025457.alt1	52.7273	55	40176	40230	1449	1408	29	26
NC_002486.ref	NC_025457.alt1	83.3333	54	29921	29974	9598	9737	45	9
NC_002486.ref	NC_025457.alt1	52.8302	53	5133	5185	558	522	28	25
NC_002486.ref	NC_025457.alt1	61.5385	52	10191	10242	17993	18061	32	20
NC_002486.ref	NC_025457.alt1	45.0980	51	18075	18125	32259	32216	23	28
NC_002486.ref	NC_025457.alt1	69.3878	49	17549	17597	40898	40985	34	15
NC_002486.ref	NC_025457.alt1	63.2653	49	41088	41136	11496	11563	31	18
NC_002486.ref	NC_025457.alt1	66.6667	48	1656	1703	31456	31527	32	16
NC_002486.ref	NC_025457.alt1	60.4167	48	19211	19258	7856	7926	29	19
NC_002486.ref	NC_025457.alt1	60.4167	48	21909	21956	26427	26510	29	19
NC_002486.ref	NC_025457.alt1	64.4444	45	5534	5578	15649	15613	29	16
NC_002486.ref	NC_025457.alt1	65.9091	44	30767	30810	16594	16623	29	15
NC_002486.ref	NC_025457.alt1	65.9091	44	39719	39762	7012	6939	29	15
NC_002486.ref	NC_025457.alt1	60.4651	43	20739	20781	33860	33926	26	17
NC_002486.ref	NC_025457.alt1	66.6667	42	10286	10327	3659	3708	28	14
NC_002486.ref	NC_025457.alt1	66.6667	42	11274	11315	34241	34305	28	14
NC_002486.ref	NC_025457.alt1	66.6667	42	26414	26455	35506	35565	28	14
NC_002486.ref	NC_025457.alt1	64.2857	42	42555	42596	32634	32603	27	15
NC_002486.ref	NC_025457.alt1	51.2195	41	6723	6763	14942	14974	21	20
NC_002486.ref	NC_025457.alt1	65.7895	38	19461	19498	6913	6947	25	13
NC_002486.ref	NC_025457.alt1	72.2222	36	7457	7492	20859	20803	26	10
NC_002486.ref	NC_025457.alt1	61.1111	36	7758	7793	16919	16958	22	14
NC_002486.ref	NC_025457.alt1	61.1111	36	41809	41844	34372	34298	22	14
NC_002486.ref	NC_010807.ref	54.3478	92	8722	8813	28243	28370	50	42
NC_002486.ref	NC_010807.ref	48.8095	84	35215	35298	16165	16228	41	43
NC_002486.ref	NC_010807.ref	43.5897	78	35765	35842	18444	18509	34	44
NC_002486.ref	NC_010807.ref	54.1667	72	6114	6185	38198	38133	39	33
NC_002486.ref	NC_010807.ref	55.8824	68	39350	39417	28691	28770	38	30
NC_002486.ref	NC_010807.ref	52.3077	65	6414	6478	34843	34900	34	31
NC_002486.ref	NC_010807.ref	42.1875	64	26987	27050	17863	17914	27	37
NC_002486.ref	NC_010807.ref	58.7302	63	41139	41201	21473	21567	37	26
NC_002486.ref	NC_010807.ref	55.7377	61	5984	6044	37512	37437	34	27
NC_002486.ref	NC_010807.ref	49.1525	59	3133	3191	15253	15202	29	30
NC_002486.ref	NC_010807.ref	47.3684	57	25678	25734	10511	10606	27	30
NC_002486.ref	NC_010807.ref	55.3571	56	1028	1083	18694	18627	31	25
NC_002486.ref	NC_010807.ref	58.4906	53	20899	20951	9910	9839	31	22
NC_002486.ref	NC_010807.ref	57.6923	52	19907	19958	7181	7270	30	22
NC_002486.ref	NC_010807.ref	53.8462	52	38145	38196	27802	27844	28	24
NC_002486.ref	NC_010807.ref	57.1429	49	38581	38629	33115	33159	28	21
NC_002486.ref	NC_010807.ref	58.3333	48	10506	10553	23450	23488	28	20
NC_002486.ref	NC_010807.ref	58.3333	48	35033	35080	15376	15342	28	20
NC_002486.ref	NC_010807.ref	73.9130	46	18451	18496	29196	29280	34	12
NC_002486.ref	NC_010807.ref	67.3913	46	31870	31915	17821	17740	31	15
NC_002486.ref	NC_010807.ref	67.3913	46	41375	41420	7074	7015	31	15
NC_002486.ref	NC_010807.ref	65.9091	44	8372	8415	5230	5163	29	15
NC_002486.ref	NC_010807.ref	58.5366	41	23542	23582	22805	22742	24	17
NC_002486.ref	NC_010807.ref	68.2927	41	28382	28422	35674	35731	28	13
NC_002486.ref	NC_010807.ref	55.2632	38	9078	9115	24901	24940	21	17
NC_002486.ref	NC_010807.ref	72.9730	37	13364	13400	25427	25480	27	10
NC_002486.ref	NC_010807.ref	77.1429	35	16868	16902	15646	15696	27	8
NC_002486.ref	NC_010807.ref	62.8571	35	22651	22685	4447	4385	22	13
NC_002486.ref	NC_010807.alt3	54.3478	92	8722	8813	3021	3148	50	42
NC_002486.ref	NC_010807.alt3	48.8095	84	35215	35298	16418	16477	41	43
NC_002486.ref	NC_010807.alt3	43.5897	78	35765	35842	19091	19156	34	44
NC_002486.ref	NC_010807.alt3	67.9487	78	44018	44095	11903	11811	53	25
NC_002486.ref	NC_010807.alt3	54.1667	72	6114	6185	39274	39209	39	33
NC_002486.ref	NC_010807.alt3	55.8824	68	39350	39417	28668	28747	38	30
NC_002486.ref	NC_010807.alt3	52.3077	65	6414	6478	35535	35592	34	31
NC_002486.ref	NC_010807.alt3	42.1875	64	26987	27050	18300	18351	27	37
NC_002486.ref	NC_010807.alt3	58.7302	63	41139	41201	21794	21888	37	26
NC_002486.ref	NC_010807.alt3	55.7377	61	5984	6044	38588	38513	34	27
NC_002486.ref	NC_010807.alt3	49.1525	59	3133	3191	15506	15455	29	30
NC_002486.ref	NC_010807.alt3	47.3684	57	25678	25734	10727	10822	27	30
NC_002486.ref	NC_010807.alt3	55.3571	56	1028	1083	19341	19274	31	25
NC_002486.ref	NC_010807.alt3	62.9630	54	31870	31923	18258	18169	34	20
NC_002486.ref	NC_010807.alt3	58.4906	53	20899	20951	10126	10055	31	22
NC_002486.ref	NC_010807.alt3	57.6923	52	19907	19958	7471	7560	30	22
NC_002486.ref	NC_010807.alt3	53.8462	52	38145	38196	27941	27983	28	24
NC_002486.ref	NC_010807.alt3	57.1429	49	38581	38629	33598	33642	28	21
NC_002486.ref	NC_010807.alt3	58.3333	48	10506	10553	23975	24013	28	20
NC_002486.ref	NC_010807.alt3	58.3333	48	35033	35080	15629	15595	28	20
NC_002486.ref	NC_010807.alt3	73.9130	46	18451	18496	29173	29257	34	12
NC_002486.ref	NC_010807.alt3	67.3913	46	41375	41420	7364	7305	31	15
NC_002486.ref	NC_010807.alt3	65.9091	44	8372	8415	5667	5600	29	15
NC_002486.ref	NC_010807.alt3	58.5366	41	23542	23582	23235	23172	24	17
NC_002486.ref	NC_010807.alt3	55.2632	38	9078	9115	3551	3512	21	17
NC_002486.ref	NC_010807.alt3	72.9730	37	13364	13400	25773	25826	27	10
NC_002486.ref	NC_010807.alt3	77.1429	35	16868	16902	15899	15949	27	8
NC_002486.ref	NC_010807.alt3	62.8571	35	22651	22685	37178	37240	22	13
NC_002486.alt	NC_025457.alt2	54.1667	96	37785	37880	44425	44347	52	44
NC_002486.alt	NC_025457.alt2	59.5238	84	9752	9835	2167	2074	50	34
NC_002486.alt	NC_025457.alt2	57.8125	64	31834	31897	4976	4925	37	27
NC_002486.alt	NC_025457.alt2	45.1613	62	29411	29472	6375	6427	28	34
NC_002486.alt	NC_025457.alt2	51.6667	60	13089	13148	30944	30985	31	29
NC_002486.alt	NC_025457.alt2	55	60	29695	29754	22615	22670	33	27
NC_002486.alt	NC_025457.alt2	56.6667	60	41006	41065	23178	23228	34	26
NC_002486.alt	NC_025457.alt2	48.2143	56	2175	2230	57717	57673	27	29
NC_002486.alt	NC_025457.alt2	42.8571	56	38182	38237	27591	27633	24	32
NC_002486.alt	NC_025457.alt2	69.0909	55	27436	27490	63301	63213	38	17
NC_002486.alt	NC_025457.alt2	56.6038	53	16118	16170	37514	37582	30	23
NC_002486.alt	NC_025457.alt2	54.7170	53	18030	18082	31369	31298	29	24
NC_002486.alt	NC_025457.alt2	63.4615	52	5941	5992	2136	2068	33	19
NC_002486.alt	NC_025457.alt2	44.2308	52	17383	17434	23884	23923	23	29
NC_002486.alt	NC_025457.alt2	5e+01	52	20302	20353	40373	40331	26	26
NC_002486.alt	NC_025457.alt2	49.0196	51	25008	25058	17312	17354	25	26
NC_002486.alt	NC_025457.alt2	56.8627	51	37091	37141	60495	60549	29	22
NC_002486.alt	NC_025457.alt2	64	50	16908	16957	52061	51991	32	18
NC_002486.alt	NC_025457.alt2	55.1020	49	6366	6414	9558	9623	27	22
NC_002486.alt	NC_025457.alt2	59.1837	49	9129	9177	2015	2072	29	20
NC_002486.alt	NC_025457.alt2	63.2653	49	22159	22207	40282	40352	31	18
NC_002486.alt	NC_025457.alt2	56.25	48	3343	3390	42630	42680	27	21
NC_002486.alt	NC_025457.alt2	70.2128	47	29887	29933	4446	4422	33	14
NC_002486.alt	NC_025457.alt2	44.6809	47	30085	30131	43702	43740	21	26
NC_002486.alt	NC_025457.alt2	63.0435	46	34749	34794	22180	22133	29	17
NC_002486.alt	NC_025457.alt2	63.0435	46	44743	44788	45055	45109	29	17
NC_002486.alt	NC_025457.alt2	65.9091	44	2129	2172	261	189	29	15
NC_002486.alt	NC_025457.alt2	69.7674	43	31008	31050	14822	14854	30	13
NC_002486.alt	NC_025457.alt2	59.5238	42	7018	7059	48919	48950	25	17
NC_002486.alt	NC_025457.alt2	54.7619	42	30418	30459	60506	60477	23	19
NC_002486.alt	NC_025457.alt2	56.0976	41	26300	26340	2679	2712	23	18
NC_002486.alt	NC_025457.alt2	65.8537	41	40402	40442	35475	35581	27	14
NC_002486.alt	NC_025457.alt2	65	40	29276	29315	18441	18519	26	14
NC_002486.alt	NC_025457.alt2	58.9744	39	22610	22648	11856	11900	23	16
NC_002486.alt	NC_025457.alt2	69.2308	39	24308	24346	4708	4642	27	12
NC_002486.alt	NC_025457.alt2	55.2632	38	2740	2777	47194	47161	21	17
NC_002486.alt	NC_025457.alt2	78.3784	37	12002	12038	34361	34297	29	8
NC_002486.alt	NC_025457.alt2	75.6757	37	24096	24132	42019	42061	28	9
NC_002486.alt	NC_025457.alt2	77.7778	36	32742	32777	3650	3609	28	8
NC_002486.alt	NC_025457.alt2	66.6667	36	34618	34653	821	875	24	12
NC_002486.alt	NC_025457.alt2	71.4286	35	6178	6212	45738	45771	25	10
NC_002486.alt	NC_025457.alt2	68.5714	35	7226	7260	33849	33806	24	11
NC_002486.alt	NC_025457.alt2	62.8571	35	14753	14787	34315	34346	22	13
NC_002486.alt	NC_025457.alt2	65.7143	35	33661	33695	18222	18188	23	12
NC_002486.alt	NC_025457.alt2	71.4286	35	39854	39888	50309	50380	25	10
NC_002486.alt	NC_025457.alt2	74.2857	35	44200	44234	23229	23298	26	9
NC_025457.ref	NC_025457.alt1	99.6618	1774	17563	19336	16668	18441	1768	6
NC_025457.ref	NC_025457.alt1	98.5521	1036	20977	22012	19782	20817	1021	15
NC_025457.ref	NC_025457.alt1	99.3521	926	36129	37054	34425	35350	920	6
NC_025457.ref	NC_025457.alt1	99.6556	871	32507	33377	31348	32218	868	3
NC_025457.ref	NC_025457.alt1	99.5397	869	37055	37923	35447	36315	865	4
NC_025457.ref	NC_025457.alt1	95.7816	806	35064	35869	33192	33958	772	34
NC_025457.ref	NC_025457.alt1	99.3781	804	16584	17387	15865	16668	799	5
NC_025457.ref	NC_025457.alt1	99.8737	792	25518	26309	24145	24936	791	1
NC_025457.ref	NC_025457.alt1	99.3590	780	709	1488	547	1360	775	5
NC_025457.ref	NC_025457.alt1	99.5775	710	41580	42289	39800	40509	707	3
NC_025457.ref	NC_025457.alt1	99.2571	673	19892	20564	18593	19282	668	5
NC_025457.ref	NC_025457.alt1	98.9442	663	5464	6126	4979	5641	656	7
NC_025457.ref	NC_025457.alt1	99.5261	633	22695	23327	21470	22102	630	3
NC_025457.ref	NC_025457.alt1	98.5646	627	2663	3289	2460	3077	618	9
NC_025457.ref	NC_025457.alt1	98.9865	592	7756	8347	7453	8044	586	6
NC_025457.ref	NC_025457.alt1	99.4932	592	30084	30675	28894	29485	589	3
NC_025457.ref	NC_025457.alt1	99.4545	550	1	550	1	550	547	3
NC_025457.ref	NC_025457.alt1	95.8416	505	23937	24441	23009	23484	484	21
NC_025457.ref	NC_025457.alt1	99.1525	472	31358	31829	30325	30796	468	4
NC_025457.ref	NC_025457.alt1	99.1471	469	6722	7190	6022	6490	465	4
NC_025457.ref	NC_025457.alt1	99.5652	460	14573	15032	14136	14595	458	2
NC_025457.ref	NC_025457.alt1	98.9130	460	27827	28286	26850	27322	455	5
NC_025457.ref	NC_025457.alt1	98.8938	452	30906	31357	29629	30109	447	5
NC_025457.ref	NC_025457.alt1	99.3318	449	13385	13833	12636	13084	446	3
NC_025457.ref	NC_025457.alt1	99.7743	443	28367	28809	27323	27765	442	1
NC_025457.ref	NC_025457.alt1	99.2891	422	12900	13321	12133	12554	419	3
NC_025457.ref	NC_025457.alt1	99.2806	417	9989	10405	9560	9976	414	3
NC_025457.ref	NC_025457.alt1	98.4615	390	29028	29417	27766	28155	384	6
NC_025457.ref	NC_025457.alt1	97.8836	378	39309	39686	37692	38054	370	8
NC_025457.ref	NC_025457.alt1	97.4286	350	1499	1848	1617	1962	341	9
NC_025457.ref	NC_025457.alt1	1e+02	349	10690	11038	10276	10624	349	0
NC_025457.ref	NC_025457.alt1	99.7050	339	26310	26648	25127	25465	338	1
NC_025457.ref	NC_025457.alt1	99.7041	338	32052	32389	31011	31348	337	1
NC_025457.ref	NC_025457.alt1	1e+02	327	9521	9847	8861	9187	327	0
NC_025457.ref	NC_025457.alt1	99.3769	321	8350	8670	8157	8477	319	2
NC_025457.ref	NC_025457.alt1	95.7655	307	3994	4300	3555	3846	294	13
NC_025457.ref	NC_025457.alt1	97.7199	307	9214	9520	8496	8802	300	7
NC_025457.ref	NC_025457.alt1	99.3355	301	40150	40450	38169	38469	299	2
NC_025457.ref	NC_025457.alt1	99.6599	294	13881	14174	13435	13728	293	1
NC_025457.ref	NC_025457.alt1	96.0854	281	24877	25157	23574	23844	270	11
NC_025457.ref	NC_025457.alt1	1e+02	271	38298	38568	36575	36845	271	0
NC_025457.ref	NC_025457.alt1	96.5251	259	35870	36128	34125	34366	250	9
NC_025457.ref	NC_025457.alt1	98.4436	257	1861	2117	2079	2335	253	4
NC_025457.ref	NC_025457.alt1	97.6	250	22445	22694	21056	21305	244	6
NC_025457.ref	NC_025457.alt1	99.5984	249	12651	12899	11752	12000	248	1
NC_025457.ref	NC_025457.alt1	97.9757	247	11399	11645	10716	10962	242	5
NC_025457.ref	NC_025457.alt1	98.3740	246	34618	34863	32959	33234	242	4
NC_025457.ref	NC_025457.alt1	99.5868	242	7300	7541	6740	6981	241	1
NC_025457.ref	NC_025457.alt1	99.1667	240	41126	41365	38986	39225	238	2
NC_025457.ref	NC_025457.alt1	97.8723	235	15276	15510	14596	14830	230	5
NC_025457.ref	NC_025457.alt1	99.1453	234	40786	41019	38752	38985	232	2
NC_025457.ref	NC_025457.alt1	98.6957	230	11799	12028	11170	11399	227	3
NC_025457.ref	NC_025457.alt1	92.9825	228	14175	14402	13781	13984	212	16
NC_025457.ref	NC_025457.alt1	99.0521	211	26838	27048	25755	25965	209	2
NC_025457.ref	NC_025457.alt1	99.5169	207	4444	4650	3847	4053	206	1
NC_025457.ref	NC_025457.alt1	98.9796	196	16026	16221	15242	15437	194	2
NC_025457.ref	NC_025457.alt1	96.8912	193	10497	10689	9977	10169	187	6
NC_025457.ref	NC_025457.alt1	98.4043	188	33984	34171	32695	32882	185	3
NC_025457.ref	NC_025457.alt1	1e+02	176	23372	23547	22101	22276	176	0
NC_025457.ref	NC_025457.alt1	1e+02	174	26649	26822	25583	25756	174	0
NC_025457.ref	NC_025457.alt1	95.8333	168	5296	5463	4447	4614	161	7
NC_025457.ref	NC_025457.alt1	1e+02	162	15864	16025	14941	15102	162	0
NC_025457.ref	NC_025457.alt1	96.875	160	3449	3608	3078	3335	155	5
NC_025457.ref	NC_025457.alt1	1e+02	159	12299	12457	11594	11752	159	0
NC_025457.ref	NC_025457.alt1	95.5696	158	40491	40648	38457	38614	151	7
NC_025457.ref	NC_025457.alt1	97.4522	157	16427	16583	15856	15700	153	4
NC_025457.ref	NC_025457.alt1	1e+02	143	3609	3751	3294	3436	143	0
NC_025457.ref	NC_025457.alt1	1e+02	143	12029	12171	11451	11593	143	0
NC_025457.ref	NC_025457.alt1	99.3007	143	27219	27361	26374	26516	142	1
NC_025457.ref	NC_025457.alt1	1e+02	138	42517	42654	40929	41066	138	0
NC_025457.ref	NC_025457.alt1	1e+02	137	40649	40785	38750	38614	137	0
NC_025457.ref	NC_025457.alt1	1e+02	136	23548	23683	22411	22546	136	0
NC_025457.ref	NC_025457.alt1	1e+02	135	23684	23818	22681	22547	135	0
NC_025457.ref	NC_025457.alt1	1e+02	135	31917	32051	30796	30930	135	0
NC_025457.ref	NC_025457.alt1	99.2593	135	37924	38058	36442	36576	134	1
NC_025457.ref	NC_025457.alt1	92.5926	135	41431	41565	39688	39816	125	10
NC_025457.ref	NC_025457.alt1	99.2481	133	2290	2422	2336	2504	132	1
NC_025457.ref	NC_025457.alt1	99.2366	131	25295	25425	24015	24145	130	1
NC_025457.ref	NC_025457.alt1	83.8462	130	11136	11265	10618	10724	109	21
NC_025457.ref	NC_025457.alt1	92.8571	126	24610	24735	23481	23645	117	9
NC_025457.ref	NC_025457.alt1	99.1935	124	6268	6391	5641	5764	123	1
NC_025457.ref	NC_025457.alt1	99.1803	122	27362	27483	26726	26847	121	1
NC_025457.ref	NC_025457.alt1	1e+02	122	38603	38724	36845	36998	122	0
NC_025457.ref	NC_025457.alt1	99.1525	118	23819	23936	22682	22799	117	1
NC_025457.ref	NC_025457.alt1	99.1379	116	39892	40007	38053	38168	115	1
NC_025457.ref	NC_025457.alt1	1e+02	116	42290	42405	40623	40508	116	0
NC_025457.ref	NC_025457.alt1	1e+02	113	22332	22444	20872	20984	113	0
NC_025457.ref	NC_025457.alt1	99.1150	113	29931	30043	28418	28530	112	1
